Account_No,Age,Gender,EducationLevel,Marital_Status,Account_Type,No_Of_Linked_Accounts,No_Of_Months_On_Bank,Has_Credit_Card,Credit_Score,Estimated_Income,Balance_Amount
4998366272,46,Male,Graduate,Divorced,Savings,2,43,No,635,Less than 40K,1364313
4998366273,46,Male,Graduate,Married,Savings,2,38,No,750,60K - 80K,1344313
4998366274,30,Male,Graduate,Unknown,Savings,2,34,Yes,730,60K - 80K,1343353
4998366275,59,Male,Post-Graduate,Married,Savings,1,36,No,750,40K - 60K,1212753
4998366276,50,Male,Doctorate,Single,Savings,1,43,Yes,586,80K - 120K,1209993
4998366277,49,Male,Unknown,Unknown,Savings,2,38,Yes,520,60K - 80K,787416
4998366278,45,Male,High School,Unknown,Savings,1,48,Yes,652,60K - 80K,1287416
4998366279,53,Female,High School,Single,Savings,2,46,Yes,550,Less than 40K,1687416
4998366280,42,Female,Doctorate,Married,Savings,1,27,No,594,40K - 60K,1686096
4998366281,46,Male,High School,Married,Current,2,44,No,749,40K - 60K,1512655
4998366282,33,Male,Graduate,Married,Savings,2,32,Yes,668,60K - 80K,1507975
4998366283,46,Female,Graduate,Married,Savings,1,35,No,614,Less than 40K,815058
4998366284,61,Male,High School,Married,Savings,2,25,No,773,60K - 80K,1315058
4998366285,42,Male,Uneducated,Married,Savings,2,31,Yes,551,40K - 60K,1313738
4998366286,47,Female,Graduate,Single,Savings,1,36,Yes,566,Less than 40K,1062889
4998366287,47,Female,Graduate,Single,Savings,1,34,Yes,569,Less than 40K,1562889
4998366288,53,Female,Graduate,Married,Savings,2,31,Yes,659,40K - 60K,1558809
4998366289,46,Female,Graduate,Single,Savings,1,49,Yes,722,Less than 40K,933331
4998366290,26,Male,College,Divorced,Savings,2,37,Yes,655,Less than 40K,1333331
4998366291,45,Male,Graduate,Married,Savings,2,35,Yes,615,60K - 80K,1332011
4998366292,36,Male,High School,Divorced,Savings,2,42,No,752,40K - 60K,1178511
4998366293,42,Male,High School,Unknown,Savings,1,28,No,661,60K - 80K,1578511
4998366294,52,Male,Graduate,Married,Savings,2,43,Yes,838,80K - 120K,1578271
4998366295,37,Male,Graduate,Married,Savings,3,29,No,610,120K +,1509571
4998366296,53,Male,Uneducated,Married,Savings,2,44,No,811,40K - 60K,1508371
4998366297,65,Female,Post-Graduate,Married,Savings,1,62,No,587,40K - 60K,1307821
4998366298,47,Male,Uneducated,Unknown,Savings,2,28,Yes,811,80K - 120K,1707821
4998366299,38,Male,Uneducated,Married,Savings,1,38,No,759,60K - 80K,1703261
4998366300,52,Male,High School,Married,Savings,2,42,Yes,648,60K - 80K,927184
4998366301,36,Male,High School,Married,Savings,2,43,Yes,788,80K - 120K,1227184
4998366302,43,Male,College,Married,Savings,2,39,Yes,725,60K - 80K,1527184
4998366303,38,Female,Unknown,Single,Savings,2,42,No,646,Less than 40K,1524784
4998366304,65,Female,Graduate,Married,Savings,2,26,Yes,601,Less than 40K,1116408
4998366305,51,Female,Doctorate,Married,Savings,3,52,No,521,Less than 40K,1516408
4998366306,40,Male,Graduate,Divorced,Savings,2,33,Yes,561,80K - 120K,1511248
4998366307,39,Male,College,Unknown,Savings,1,42,Yes,564,80K - 120K,684417
4998366308,39,Female,Graduate,Married,Savings,1,45,Yes,444,Unknown,1084417
4998366309,60,Male,Uneducated,Married,Savings,1,71,Yes,650,60K - 80K,1484417
4998366310,43,Female,Uneducated,Single,Savings,1,40,Yes,724,40K - 60K,1481177
4998366311,31,Male,Uneducated,Married,Savings,1,35,Yes,719,Less than 40K,879573
4998366312,55,Male,Graduate,Single,Savings,2,29,No,548,120K +,1279573
4998366313,65,Female,College,Married,Savings,2,24,Yes,635,Less than 40K,1579573
4998366314,54,Female,High School,Married,Savings,2,43,No,496,Less than 40K,1577413
4998366315,40,Female,High School,Married,Savings,1,37,Yes,676,Unknown,1359137
4998366316,38,Female,High School,Married,Savings,2,40,Yes,541,Less than 40K,1358897
4998366317,36,Male,Post-Graduate,Married,Savings,1,41,Yes,778,60K - 80K,1341397
4998366318,43,Male,High School,Unknown,Savings,1,45,Yes,850,60K - 80K,1338637
4998366319,41,Male,Graduate,Married,Savings,1,31,Yes,633,120K +,961196
4998366320,50,Male,High School,Divorced,Savings,1,49,Yes,625,120K +,1261196
4998366321,48,Male,College,Married,Current,2,32,Yes,485,80K - 120K,1561196
4998366322,39,Male,Unknown,Single,Current,2,48,No,547,120K +,1557236
4998366323,55,Female,Post-Graduate,Married,Savings,2,32,Yes,642,40K - 60K,943957
4998366324,44,Male,Graduate,Unknown,Savings,1,25,Yes,718,Less than 40K,1243957
4998366325,42,Male,Graduate,Married,Savings,2,32,Yes,582,80K - 120K,1240237
4998366326,54,Male,Graduate,Married,Savings,2,33,No,628,120K +,566207
4998366327,57,Male,Uneducated,Married,Savings,1,35,No,737,120K +,966207
4998366328,53,Female,Uneducated,Married,Savings,2,34,Yes,828,40K - 60K,1366207
4998366329,41,Female,Uneducated,Single,Savings,1,53,Yes,609,Less than 40K,1364287
4998366330,39,Male,Graduate,Single,Savings,1,39,No,730,120K +,1070587
4998366331,45,Male,Graduate,Divorced,Savings,2,22,No,631,40K - 60K,1370587
4998366332,46,Male,Graduate,Married,Current,2,40,No,830,80K - 120K,1368187
4998366333,54,Male,High School,Married,Savings,2,29,No,645,80K - 120K,976734
4998366334,40,Female,Graduate,Married,Savings,2,46,No,663,Unknown,1376734
4998366335,48,Male,Graduate,Unknown,Savings,1,30,Yes,678,80K - 120K,1776734
4998366336,56,Female,High School,Married,Savings,1,30,Yes,521,40K - 60K,1772174
4998366337,33,Female,Post-Graduate,Married,Savings,2,24,Yes,625,40K - 60K,1044515
4998366338,44,Female,Graduate,Single,Savings,1,30,Yes,523,Less than 40K,1041995
4998366339,62,Female,Post-Graduate,Married,Savings,1,72,Yes,714,Less than 40K,697345
4998366340,33,Female,Graduate,Married,Savings,1,67,Yes,580,Unknown,697105
4998366341,36,Female,High School,Married,Savings,2,30,Yes,722,Less than 40K,647105
4998366342,46,Male,Graduate,Unknown,Savings,1,39,Yes,630,80K - 120K,947105
4998366343,61,Female,Graduate,Married,Savings,2,35,Yes,579,Less than 40K,1247105
4998366344,41,Female,Unknown,Single,Savings,2,38,Yes,670,Unknown,1243505
4998366345,42,Male,Graduate,Unknown,Current,2,34,Yes,588,40K - 60K,769879
4998366346,35,Male,Graduate,Married,Savings,1,42,Yes,807,80K - 120K,1069879
4998366347,65,Female,High School,Married,Savings,1,48,Yes,726,40K - 60K,1068919
4998366348,36,Male,Post-Graduate,Married,Savings,1,25,Yes,812,120K +,960719
4998366349,42,Female,Graduate,Single,Savings,1,40,Yes,631,Less than 40K,1460719
4998366350,51,Male,Uneducated,Married,Savings,1,30,No,682,80K - 120K,1457719
4998366351,54,Female,Uneducated,Married,Savings,1,49,Yes,625,Less than 40K,1011518
4998366352,40,Female,College,Unknown,Savings,1,38,Yes,607,40K - 60K,1411518
4998366353,40,Male,Graduate,Married,Savings,1,50,Yes,600,80K - 120K,1407918
4998366354,57,Female,College,Married,Savings,1,22,Yes,602,Less than 40K,779290
4998366355,57,Male,Graduate,Married,Savings,2,74,Yes,545,80K - 120K,1279290
4998366356,53,Male,Uneducated,Married,Savings,2,33,Yes,675,40K - 60K,1277850
4998366357,40,Male,Graduate,Married,Savings,1,47,No,581,80K - 120K,1048050
4998366358,28,Male,Graduate,Married,Savings,2,33,No,640,Less than 40K,1348050
4998366359,,Female,High School,Married,Savings,1,38,No,850,Less than 40K,1648050
4998366360,37,Female,Graduate,Married,Savings,1,48,Yes,490,Less than 40K,1647090
4998366361,65,Female,High School,Married,Savings,2,38,Yes,710,Unknown,1548190
4998366362,58,Female,High School,Divorced,Savings,1,38,Yes,613,Unknown,1547710
4998366363,41,Male,High School,Married,Savings,1,34,Yes,812,60K - 80K,1451510
4998366364,54,Male,Graduate,Married,Savings,2,20,Yes,723,80K - 120K,1751510
4998366365,39,Female,Graduate,Married,Savings,2,36,No,512,Unknown,1747430
4998366366,26,Male,Graduate,Single,Savings,1,52,Yes,731,Less than 40K,1144500
4998366367,60,Male,Unknown,Married,Savings,2,26,Yes,650,60K - 80K,1544500
4998366368,35,Female,High School,Married,Savings,1,57,Yes,594,Unknown,1540780
4998366369,46,Male,Graduate,Divorced,Savings,1,40,Yes,844,80K - 120K,951643
4998366370,47,Male,Unknown,Unknown,Savings,1,47,Yes,686,60K - 80K,1451643
4998366371,53,Female,High School,Married,Savings,1,52,Yes,695,Unknown,1448763
4998366372,55,Male,Graduate,Married,Savings,2,23,No,624,80K - 120K,1060436
4998366373,50,Female,Post-Graduate,Married,Savings,2,37,No,503,Less than 40K,1560436
4998366374,38,Female,High School,Married,Savings,2,31,Yes,535,40K - 60K,1558396
4998366375,39,Female,Graduate,Single,Savings,2,32,Yes,743,Less than 40K,1312983
4998366376,39,Female,Unknown,Single,Savings,2,39,Yes,702,Less than 40K,1612983
4998366377,39,Male,High School,Single,Savings,1,29,Yes,658,60K - 80K,1611063
4998366378,49,Female,Graduate,Single,Savings,2,41,Yes,677,Less than 40K,1144939
4998366379,45,Female,Graduate,Married,Savings,1,32,Yes,664,Less than 40K,1144579
4998366380,55,Male,Graduate,Married,Savings,1,38,No,766,80K - 120K,1127079
4998366381,44,Male,Graduate,Married,Savings,1,35,Yes,461,120K +,1527079
4998366382,49,Female,Post-Graduate,Unknown,Savings,1,36,Yes,688,40K - 60K,1524559
4998366383,41,Male,Uneducated,Married,Savings,2,32,Yes,678,80K - 120K,1225434
4998366384,49,Female,Unknown,Unknown,Savings,2,24,Yes,796,40K - 60K,1525434
4998366385,45,Female,Graduate,Single,Savings,1,42,Yes,803,Unknown,1522074
4998366386,44,Male,Unknown,Married,Savings,3,36,No,712,120K +,1121022
4998366387,65,Male,Graduate,Married,Savings,2,31,Yes,498,Unknown,1119822
4998366388,35,Male,College,Married,Savings,2,22,Yes,850,80K - 120K,895771
4998366389,26,Male,High School,Single,Savings,2,51,Yes,628,Unknown,1195771
4998366390,38,Male,High School,Married,Savings,1,34,Yes,539,80K - 120K,1195051
4998366391,65,Male,Unknown,Single,Savings,1,36,Yes,732,40K - 60K,1062200
4998366392,58,Male,College,Married,Savings,1,41,No,715,120K +,462200
4998366393,47,Female,Post-Graduate,Married,Savings,2,40,Yes,651,40K - 60K,962200
4998366394,33,Female,Graduate,Married,Savings,2,34,Yes,813,Less than 40K,961397.23
4998366395,54,Female,Doctorate,Married,Savings,1,29,Yes,692,40K - 60K,961157.34
4998366396,35,Female,Graduate,Married,Savings,3,39,Yes,756,Less than 40K,959963.8
4998366397,47,Male,Graduate,Single,Savings,2,36,Yes,543,120K +,959930.81
4998366398,35,Male,College,Married,Savings,2,26,No,790,60K - 80K,959914.51
4998366399,48,Male,High School,Married,Savings,2,38,Yes,494,80K - 120K,959896.47
4998366400,36,Male,Doctorate,Married,Savings,1,39,Yes,850,60K - 80K,959873.48
4998366401,44,Male,Graduate,Married,Savings,2,29,Yes,703,80K - 120K,959858.63
4998366402,44,Female,College,Single,Savings,2,38,Yes,432,Less than 40K,959660.48
4998366403,36,Female,Graduate,Married,Savings,2,32,Yes,512,Less than 40K,958644.77
4998366404,64,Male,Doctorate,Married,Savings,2,28,Yes,589,40K - 60K,956719.44
4998366405,34,Female,Graduate,Single,Salary,1,46,Yes,514,Less than 40K,954435.35
4998366406,49,Male,Graduate,Single,Savings,2,38,No,678,80K - 120K,953746.05
4998366407,37,Male,High School,Married,Savings,1,34,No,420,60K - 80K,953546.75
4998366408,65,Male,High School,Married,Savings,2,38,Yes,679,40K - 60K,951608.73
4998366409,53,Male,Post-Graduate,Married,Savings,2,31,Yes,595,80K - 120K,951029.43
4998366410,32,Male,High School,Married,Savings,1,52,Yes,713,40K - 60K,950130.26
4998366411,44,Male,Unknown,Single,Savings,1,59,Yes,833,80K - 120K,946202.76
4998366412,65,Male,Graduate,Married,Savings,2,42,No,690,Less than 40K,946194.61
4998366413,60,Male,Graduate,Married,Savings,1,21,Yes,731,40K - 60K,946096.46
4998366414,27,Female,Graduate,Single,Savings,1,62,No,608,Less than 40K,945597.29
4998366415,52,Male,Post-Graduate,Married,Savings,1,48,No,479,60K - 80K,945589.14
4998366416,42,Male,High School,Unknown,Salary,2,42,Yes,519,80K - 120K,945580.99
4998366417,29,Male,Graduate,Married,Savings,3,47,No,731,40K - 60K,943822.97
4998366418,29,Male,High School,Married,Savings,1,61,Yes,617,40K - 60K,939502.56
4998366419,38,Male,High School,Married,Savings,2,29,Yes,756,40K - 60K,935627.56
4998366420,36,Male,Graduate,Married,Savings,2,31,Yes,848,40K - 60K,934240.12
4998366421,40,Female,Post-Graduate,Married,Current,2,24,Yes,809,Less than 40K,923860.63
4998366422,47,Male,Post-Graduate,Single,Savings,2,56,No,698,60K - 80K,920625.76
4998366423,36,Female,High School,Married,Savings,1,33,Yes,779,Unknown,919740.89
4998366424,26,Male,High School,Single,Savings,1,35,Yes,606,40K - 60K,919693.45
4998366425,43,Female,Unknown,Single,Savings,1,58,Yes,612,40K - 60K,919503.45
4998366426,52,Female,Graduate,Single,Savings,1,33,Yes,663,Less than 40K,904493.96
4998366427,49,Male,Unknown,Single,Savings,2,45,Yes,549,60K - 80K,863107.77
4998366428,50,Male,Graduate,Married,Savings,1,32,Yes,675,80K - 120K,860875.33
4998366429,34,Male,Graduate,Divorced,Savings,1,35,Yes,669,80K - 120K,856233.14
4998366430,53,Female,Uneducated,Married,Savings,1,34,No,571,Unknown,853790.7
4998366431,49,Male,High School,Married,Savings,1,37,Yes,500,80K - 120K,851452.25
4998366432,53,Male,High School,Married,Savings,2,37,Yes,628,80K - 120K,851444.68
4998366433,48,Male,Doctorate,Divorced,Savings,2,34,Yes,559,120K +,840995.44
4998366434,32,Female,Graduate,Single,Savings,1,27,Yes,769,Less than 40K,838143.39
4998366435,38,Male,High School,Single,Salary,2,31,No,733,80K - 120K,831366.21
4998366436,43,Male,Uneducated,Single,Savings,2,22,No,750,80K - 120K,831364.11
4998366437,51,Female,Graduate,Single,Savings,2,42,Yes,583,Less than 40K,831365.01
4998366438,58,Male,Graduate,Married,Savings,2,42,Yes,468,120K +,831360.31
4998366439,59,Female,Graduate,Married,Savings,1,57,No,727,Less than 40K,828121.65
4998366440,51,Male,High School,Married,Savings,1,37,Yes,618,60K - 80K,828116.95
4998366441,62,Female,High School,Married,Savings,2,40,Yes,617,40K - 60K,813293.94
4998366442,38,Male,Unknown,Divorced,Savings,2,41,Yes,793,Less than 40K,812991.46
4998366443,33,Male,Uneducated,Married,Savings,2,43,Yes,630,120K +,812468.28
4998366444,54,Male,High School,Single,Savings,1,43,No,765,80K - 120K,809266.57
4998366445,37,Female,Graduate,Married,Savings,1,28,Yes,546,40K - 60K,802407.21
4998366446,30,Male,Unknown,Married,Savings,2,30,Yes,614,60K - 80K,789732.41
4998366447,61,Male,High School,Married,Savings,3,29,Yes,593,80K - 120K,702336.59
4998366448,49,Male,Unknown,Single,Savings,1,34,Yes,613,60K - 80K,687110.7
4998366449,56,Male,Doctorate,Married,Savings,2,38,No,655,60K - 80K,666772.85
4998366450,51,Female,Post-Graduate,Married,Savings,1,27,No,700,Less than 40K,645156.19
4998366451,44,Female,Graduate,Divorced,Savings,1,29,No,826,Less than 40K,637074.18
4998366452,64,Female,Uneducated,Married,Savings,1,45,No,652,40K - 60K,624378.63
4998366453,46,Female,High School,Married,Savings,1,45,No,755,Unknown,555518.15
4998366454,39,Female,Post-Graduate,Unknown,Savings,2,39,Yes,538,Less than 40K,482308.37
4998366455,38,Female,Uneducated,Single,Savings,1,34,Yes,729,Less than 40K,982308.37
4998366456,53,Male,Uneducated,Married,Savings,2,49,Yes,615,120K +,946312.36
4998366457,35,Male,Post-Graduate,Married,Savings,1,54,No,700,40K - 60K,872468.24
4998366458,26,Male,College,Single,Savings,2,58,Yes,434,60K - 80K,801102.62
4998366459,32,Male,High School,Single,Savings,2,37,Yes,729,40K - 60K,692188.53
4998366460,36,Male,Uneducated,Married,Savings,1,35,Yes,513,40K - 60K,691129.4
4998366461,48,Male,College,Married,Savings,1,41,Yes,755,80K - 120K,608026.53
4998366462,55,Male,Unknown,Single,Savings,1,30,Yes,615,80K - 120K,675026.53
4998366463,52,Male,Graduate,Married,Savings,2,32,No,747,80K - 120K,585489.28
4998366464,52,Female,High School,Married,Savings,1,36,Yes,850,Less than 40K,702489.28
4998366465,58,,Doctorate,Single,Current,2,49,No,712,40K - 60K,584815.11
4998366466,38,Female,Graduate,Married,Savings,2,28,Yes,622,Less than 40K,734815.11
4998366467,60,Male,Graduate,Single,Savings,1,35,Yes,548,Less than 40K,641169.11
4998366468,55,Male,Unknown,Single,Savings,2,27,Yes,607,60K - 80K,791169.11
4998366469,43,Female,College,Married,Savings,1,38,Yes,653,Less than 40K,703831.15
4998366470,35,Male,Post-Graduate,Single,Current,1,26,No,699,80K - 120K,520595.6
4998366471,38,Female,Graduate,Married,Savings,1,40,No,693,Less than 40K,720595.6
4998366472,48,Male,Graduate,Unknown,Savings,2,43,Yes,647,60K - 80K,820595.6
4998366473,38,Female,Unknown,Single,Savings,2,36,Yes,478,Less than 40K,742012.2
4998366474,43,Male,College,Single,Savings,1,40,Yes,705,40K - 60K,842012.2
4998366475,36,Female,Post-Graduate,Married,Savings,2,39,Yes,719,Less than 40K,695237.3
4998366476,34,Male,College,Married,Savings,2,34,No,726,80K - 120K,614189.99
4998366477,39,Female,Unknown,Married,Savings,2,21,Yes,626,Unknown,814189.99
4998366478,43,Female,College,Single,Savings,1,49,Yes,552,Less than 40K,644343.83
4998366479,48,Female,Uneducated,Married,Savings,2,31,No,807,40K - 60K,744343.83
4998366480,44,Male,Graduate,Married,Savings,2,34,Yes,621,40K - 60K,716834.71
4998366481,38,Male,Graduate,Married,Savings,1,24,Yes,651,60K - 80K,916834.71
4998366482,62,Male,High School,Married,Savings,1,43,Yes,673,40K - 60K,1316834.71
4998366483,30,Male,Unknown,Single,Savings,2,36,Yes,652,80K - 120K,925585.91
4998366484,39,Male,Unknown,Married,Savings,1,47,Yes,584,80K - 120K,776223.8
4998366485,53,Female,High School,Unknown,Savings,1,37,Yes,756,Less than 40K,583389.08
4998366486,64,Female,High School,Married,Savings,2,35,Yes,670,40K - 60K,683389.08
4998366487,51,Female,Graduate,Single,Savings,1,50,Yes,765,Unknown,537979.41
4998366488,32,Male,Graduate,Single,Savings,2,30,Yes,528,Unknown,687979.41
4998366489,52,Male,College,Married,Savings,1,40,Yes,701,80K - 120K,887979.41
4998366490,43,Male,High School,Divorced,Savings,2,29,Yes,797,80K - 120K,539222.77
4998366491,40,Male,Graduate,Single,Savings,1,27,No,639,60K - 80K,639222.77
4998366492,54,Male,High School,Married,Savings,2,61,Yes,785,60K - 80K,581043.81
4998366493,34,Female,High School,Single,Savings,3,28,Yes,363,Less than 40K,681043.81
4998366494,33,Female,High School,Single,Savings,2,24,Yes,764,Less than 40K,608483.19
4998366495,36,Male,Graduate,Married,Savings,1,43,Yes,676,80K - 120K,658483.19
4998366496,65,Male,Graduate,Married,Savings,1,28,Yes,718,Less than 40K,565639.23
4998366497,43,Male,High School,Single,Savings,2,34,Yes,590,40K - 60K,665639.23
4998366498,53,Male,Graduate,Married,Savings,1,38,Yes,584,120K +,587888.69
4998366499,48,Female,College,Single,Savings,1,41,No,645,Less than 40K,637888.69
4998366500,39,Female,High School,Single,Savings,2,30,No,772,Less than 40K,1137888.69
4998366501,57,Female,Unknown,Married,Savings,1,46,Yes,399,Less than 40K,1067066.79
4998366502,51,Female,Uneducated,Married,Savings,1,22,Yes,529,Unknown,961648.44
4998366503,48,Male,Graduate,Married,Savings,1,35,Yes,463,60K - 80K,962313.93
4998366504,51,Male,High School,Married,Savings,2,40,Yes,630,60K - 80K,834996.53
4998366505,26,Female,Unknown,Single,Savings,1,76,No,780,Less than 40K,777513.39
4998366506,38,Female,Graduate,Married,Savings,2,32,Yes,584,Less than 40K,673845.84
4998366507,35,Male,Graduate,Married,Savings,1,30,Yes,752,60K - 80K,571108.68
4998366508,46,Female,Doctorate,Single,Savings,1,47,Yes,697,Less than 40K,1071108.68
4998366509,48,Male,College,Single,Savings,2,32,No,850,80K - 120K,995350.65
4998366510,49,Female,Uneducated,Married,Savings,3,51,Yes,711,Less than 40K,849413.72
4998366511,35,Male,High School,Married,Savings,2,32,No,452,40K - 60K,802196.79
